PassengerId,Survived,Title,First_Name,Last_Name,Sex,Age,Binned_Age,SibSp,Parch,Ticket,Pclass,Embarked,HasCabin,Fare,Binned_Fare
519,1,Mrs,"Florence ""Mary"" Agnes Hughes",Angle,female,36.0,Adult,1,0,226875,2,S,0,26.0,high
520,0,Mr,Stefo,Pavlovic,male,32.0,Young Adult,0,0,349242,3,S,0,7.8958,low
521,1,Miss,Anne,Perreault,female,30.0,Young Adult,0,0,12749,1,S,1,93.5,very high
522,0,Mr,Janko,Vovk,male,22.0,Young Adult,0,0,349252,3,S,0,7.8958,low
523,0,Mr,Sarkis,Lahoud,male,28.0,Young Adult,0,0,2624,3,C,0,7.225,low
524,1,Mrs,Ida Sophia Fischer,Hippach,female,44.0,Adult,0,1,111361,1,C,1,57.9792,very high
525,0,Mr,Fared,Kassem,male,28.0,Young Adult,0,0,2700,3,C,0,7.2292,low
526,0,Mr,James,Farrell,male,40.5,Adult,0,0,367232,3,Q,0,7.75,low
527,1,Miss,Lucy,Ridsdale,female,50.0,Adult,0,0,W/C 14258,2,S,0,10.5,medium
528,0,Mr,John,Farthing,male,28.0,Young Adult,0,0,PC 17483,1,S,1,221.7792,very high
529,0,Mr,Johan Werner,Salonen,male,39.0,Adult,0,0,3101296,3,S,0,7.925,low
530,0,Mr,Richard George,Hocking,male,23.0,Young Adult,2,1,29104,2,S,0,11.5,medium
531,1,Miss,Phyllis May,Quick,female,2.0,Infant,1,1,26360,2,S,0,26.0,high
532,0,Mr,Nakli,Toufik,male,28.0,Young Adult,0,0,2641,3,C,0,7.2292,low
533,0,Mr,Joseph Jr,Elias,male,17.0,Teenager,1,1,2690,3,C,0,7.2292,low
534,1,Mrs,Catherine Rizk,Peter,female,28.0,Young Adult,0,2,2668,3,C,0,22.3583,high
535,0,Miss,Marija,Cacic,female,30.0,Young Adult,0,0,315084,3,S,0,8.6625,medium
536,1,Miss,Eva Miriam,Hart,female,7.0,Child,0,2,FCC 13529,2,S,0,26.25,high
537,0,Major,Archibald Willingham,Butt,male,45.0,Adult,0,0,113050,1,S,1,26.55,high
538,1,Miss,Bertha,LeRoy,female,30.0,Young Adult,0,0,PC 17761,1,C,0,106.425,very high
539,0,Mr,Samuel Beard,Risien,male,28.0,Young Adult,0,0,364498,3,S,0,14.5,high
540,1,Miss,Hedwig Margaritha,Frolicher,female,22.0,Young Adult,0,2,13568,1,C,1,49.5,very high
541,1,Miss,Harriet R,Crosby,female,36.0,Adult,0,2,WE/P 5735,1,S,1,71.0,very high
542,0,Miss,Ingeborg Constanzia,Andersson,female,9.0,Child,4,2,347082,3,S,0,31.275,high
543,0,Miss,Sigrid Elisabeth,Andersson,female,11.0,Child,4,2,347082,3,S,0,31.275,high
544,1,Mr,Edward,Beane,male,32.0,Young Adult,1,0,2908,2,S,0,26.0,high
545,0,Mr,Walter Donald,Douglas,male,50.0,Adult,1,0,PC 17761,1,C,1,106.425,very high
546,0,Mr,Arthur Ernest,Nicholson,male,64.0,Senior,0,0,693,1,S,0,26.0,high
547,1,Mrs,Ethel Clarke,Beane,female,19.0,Teenager,1,0,2908,2,S,0,26.0,high
548,1,Mr,Julian,Padro y Manent,male,28.0,Young Adult,0,0,SC/PARIS 2146,2,C,0,13.8625,medium
549,0,Mr,Frank John,Goldsmith,male,33.0,Young Adult,1,1,363291,3,S,0,20.525,high
550,1,Master,John Morgan Jr,Davies,male,8.0,Child,1,1,CA 33112,2,S,0,36.75,very high
551,1,Mr,John Borland Jr,Thayer,male,17.0,Teenager,0,2,17421,1,C,1,110.8833,very high
552,0,Mr,Percival James R,Sharp,male,27.0,Young Adult,0,0,244358,2,S,0,26.0,high
553,0,Mr,Timothy,O'Brien,male,28.0,Young Adult,0,0,330979,3,Q,0,7.8292,low
554,1,Mr,"Fahim (""Philip Zenni"")",Leeni,male,22.0,Young Adult,0,0,2620,3,C,0,7.225,low
555,1,Miss,Velin,Ohman,female,22.0,Young Adult,0,0,347085,3,S,0,7.775,low
556,0,Mr,George,Wright,male,62.0,Senior,0,0,113807,1,S,0,26.55,high
557,1,Lady,"(Lucille Christiana Sutherland) (""Mrs Morgan"")",Duff Gordon,female,48.0,Adult,1,0,11755,1,C,1,39.6,very high
558,0,Mr,Victor,Robbins,male,28.0,Young Adult,0,0,PC 17757,1,C,0,227.525,very high
559,1,Mrs,Tillie Mandelbaum,Taussig,female,39.0,Adult,1,1,110413,1,S,1,79.65,very high
560,1,Mrs,Emma,de Messemaeker,female,36.0,Adult,1,0,345572,3,S,0,17.4,high
561,0,Mr,Thomas Rowan,Morrow,male,28.0,Young Adult,0,0,372622,3,Q,0,7.75,low
562,0,Mr,Husein,Sivic,male,40.0,Adult,0,0,349251,3,S,0,7.8958,low
563,0,Mr,Robert Douglas,Norman,male,28.0,Young Adult,0,0,218629,2,S,0,13.5,medium
564,0,Mr,John,Simmons,male,28.0,Young Adult,0,0,SOTON/OQ 392082,3,S,0,8.05,medium
565,0,Miss,(Marion Ogden),Meanwell,female,28.0,Young Adult,0,0,SOTON/OQ 392087,3,S,0,8.05,medium
566,0,Mr,Alfred J,Davies,male,24.0,Young Adult,2,0,A/4 48871,3,S,0,24.15,high
567,0,Mr,Ilia,Stoytcheff,male,19.0,Teenager,0,0,349205,3,S,0,7.8958,low
568,0,Mrs,Alma Cornelia Berglund,Palsson,female,29.0,Young Adult,0,4,349909,3,S,0,21.075,high
569,0,Mr,Tannous,Doharr,male,28.0,Young Adult,0,0,2686,3,C,0,7.2292,low
570,1,Mr,Carl,Jonsson,male,32.0,Young Adult,0,0,350417,3,S,0,7.8542,low
571,1,Mr,George,Harris,male,62.0,Senior,0,0,SW/PP 752,2,S,0,10.5,medium
572,1,Mrs,Charlotte Lamson,Appleton,female,53.0,Middle Aged,2,0,11769,1,S,1,51.4792,very high
573,1,Mr,"John Irwin (""Irving"")",Flynn,male,36.0,Adult,0,0,PC 17474,1,S,1,26.3875,high
574,1,Miss,Mary,Kelly,female,28.0,Young Adult,0,0,14312,3,Q,0,7.75,low
575,0,Mr,Alfred George John,Rush,male,16.0,Teenager,0,0,A/4 20589,3,S,0,8.05,medium
576,0,Mr,George,Patchett,male,19.0,Teenager,0,0,358585,3,S,0,14.5,high
577,1,Miss,Ethel,Garside,female,34.0,Young Adult,0,0,243880,2,S,0,13.0,medium
578,1,Mrs,Alice Munger,Silvey,female,39.0,Adult,1,0,13507,1,S,1,55.9,very high
579,0,Mrs,Maria Elias,Caram,female,28.0,Young Adult,1,0,2689,3,C,0,14.4583,high
580,1,Mr,Eiriik,Jussila,male,32.0,Young Adult,0,0,STON/O 2 3101286,3,S,0,7.925,low
581,1,Miss,Julie Rachel,Christy,female,25.0,Young Adult,1,1,237789,2,S,0,30.0,high
582,1,Mrs,Marian Longstreth Morris,Thayer,female,39.0,Adult,1,1,17421,1,C,1,110.8833,very high
583,0,Mr,William James,Downton,male,54.0,Middle Aged,0,0,28403,2,S,0,26.0,high
584,0,Mr,John Hugo,Ross,male,36.0,Adult,0,0,13049,1,C,1,40.125,very high
585,0,Mr,Uscher,Paulner,male,28.0,Young Adult,0,0,3411,3,C,0,8.7125,medium
586,1,Miss,Ruth,Taussig,female,18.0,Teenager,0,2,110413,1,S,1,79.65,very high
587,0,Mr,John Denzil,Jarvis,male,47.0,Adult,0,0,237565,2,S,0,15.0,high
588,1,Mr,Maxmillian,Frolicher-Stehli,male,60.0,Middle Aged,1,1,13567,1,C,1,79.2,very high
589,0,Mr,Eliezer,Gilinski,male,22.0,Young Adult,0,0,14973,3,S,0,8.05,medium
590,0,Mr,Joseph,Murdlin,male,28.0,Young Adult,0,0,A/5 3235,3,S,0,8.05,medium
591,0,Mr,Matti,Rintamaki,male,35.0,Young Adult,0,0,STON/O 2 3101273,3,S,0,7.125,low
592,1,Mrs,Martha Eustis,Stephenson,female,52.0,Middle Aged,1,0,36947,1,C,1,78.2667,very high
593,0,Mr,William James,Elsbury,male,47.0,Adult,0,0,A/5 3902,3,S,0,7.25,low
594,0,Miss,Mary,Bourke,female,28.0,Young Adult,0,2,364848,3,Q,0,7.75,low
595,0,Mr,John Henry,Chapman,male,37.0,Adult,1,0,SC/AH 29037,2,S,0,26.0,high
596,0,Mr,Jean Baptiste,Van Impe,male,36.0,Adult,1,1,345773,3,S,0,24.15,high
597,1,Miss,Jessie Wills,Leitch,female,28.0,Young Adult,0,0,248727,2,S,0,33.0,very high
598,0,Mr,Alfred,Johnson,male,49.0,Adult,0,0,LINE,3,S,0,14.4542,medium
599,0,Mr,Hanna,Boulos,male,28.0,Young Adult,0,0,2664,3,C,0,7.225,low
600,1,Sir,"Cosmo Edmund (""Mr Morgan"")",Duff Gordon,male,49.0,Adult,1,0,PC 17485,1,C,1,56.9292,very high
601,1,Mrs,Amy Frances Christy,Jacobsohn,female,24.0,Young Adult,2,1,243847,2,S,0,27.0,high
602,0,Mr,Petco,Slabenoff,male,28.0,Young Adult,0,0,349214,3,S,0,7.8958,low
603,0,Mr,Charles H,Harrington,male,28.0,Young Adult,0,0,113796,1,S,0,42.4,very high
604,0,Mr,Ernst William,Torber,male,44.0,Adult,0,0,364511,3,S,0,8.05,medium
605,1,Mr,"Harry (""Mr E Haven"")",Homer,male,35.0,Young Adult,0,0,111426,1,C,0,26.55,high
606,0,Mr,Edvard Bengtsson,Lindell,male,36.0,Adult,1,0,349910,3,S,0,15.55,high
607,0,Mr,Milan,Karaic,male,30.0,Young Adult,0,0,349246,3,S,0,7.8958,low
608,1,Mr,Robert Williams,Daniel,male,27.0,Young Adult,0,0,113804,1,S,0,30.5,high
609,1,Mrs,Juliette Marie Louise Lafargue,Laroche,female,22.0,Young Adult,1,2,SC/Paris 2123,2,C,0,41.5792,very high
610,1,Miss,Elizabeth W,Shutes,female,40.0,Adult,0,0,PC 17582,1,S,1,153.4625,very high
611,0,Mrs,Alfrida Konstantia Brogren,Andersson,female,39.0,Adult,1,5,347082,3,S,0,31.275,high
612,0,Mr,Jose Neto,Jardin,male,28.0,Young Adult,0,0,SOTON/OQ 3101305,3,S,0,7.05,low
613,1,Miss,Margaret Jane,Murphy,female,28.0,Young Adult,1,0,367230,3,Q,0,15.5,high
614,0,Mr,John,Horgan,male,28.0,Young Adult,0,0,370377,3,Q,0,7.75,low
615,0,Mr,William Alfred,Brocklebank,male,35.0,Young Adult,0,0,364512,3,S,0,8.05,medium
616,1,Miss,Alice,Herman,female,24.0,Young Adult,1,2,220845,2,S,0,65.0,very high
617,0,Mr,Ernst Gilbert,Danbom,male,34.0,Young Adult,1,1,347080,3,S,0,14.4,medium
618,0,Mrs,Cordelia K Stanlick,Lobb,female,26.0,Young Adult,1,0,A/5 3336,3,S,0,16.1,high
619,1,Miss,Marion Louise,Becker,female,4.0,Child,2,1,230136,2,S,1,39.0,very high
620,0,Mr,Lawrence,Gavey,male,26.0,Young Adult,0,0,31028,2,S,0,10.5,medium
621,0,Mr,Antoni,Yasbeck,male,27.0,Young Adult,1,0,2659,3,C,0,14.4542,medium
622,1,Mr,Edwin Nelson Jr,Kimball,male,42.0,Adult,1,0,11753,1,S,1,52.5542,very high
623,1,Mr,Sahid,Nakid,male,20.0,Young Adult,1,1,2653,3,C,0,15.7417,high
624,0,Mr,Henry Damsgaard,Hansen,male,21.0,Young Adult,0,0,350029,3,S,0,7.8542,low
625,0,Mr,"David John ""Dai""",Bowen,male,21.0,Young Adult,0,0,54636,3,S,0,16.1,high
626,0,Mr,Frederick,Sutton,male,61.0,Senior,0,0,36963,1,S,1,32.3208,very high
627,0,Rev,Charles Leonard,Kirkland,male,57.0,Middle Aged,0,0,219533,2,Q,0,12.35,medium
628,1,Miss,Gretchen Fiske,Longley,female,21.0,Young Adult,0,0,13502,1,S,1,77.9583,very high
629,0,Mr,Guentcho,Bostandyeff,male,26.0,Young Adult,0,0,349224,3,S,0,7.8958,low
630,0,Mr,Patrick D,O'Connell,male,28.0,Young Adult,0,0,334912,3,Q,0,7.7333,low
631,1,Mr,Algernon Henry Wilson,Barkworth,male,80.0,Senior,0,0,27042,1,S,1,30.0,high
632,0,Mr,Johan Svensson,Lundahl,male,51.0,Middle Aged,0,0,347743,3,S,0,7.0542,low
633,1,Dr,Max,Stahelin-Maeglin,male,32.0,Young Adult,0,0,13214,1,C,1,30.5,high
634,0,Mr,William Henry Marsh,Parr,male,28.0,Young Adult,0,0,112052,1,S,0,14.4542,medium
635,0,Miss,Mabel,Skoog,female,9.0,Child,3,2,347088,3,S,0,27.9,high
636,1,Miss,Mary,Davis,female,28.0,Young Adult,0,0,237668,2,S,0,13.0,medium
637,0,Mr,Antti Gustaf,Leinonen,male,32.0,Young Adult,0,0,STON/O 2 3101292,3,S,0,7.925,low
638,0,Mr,Harvey,Collyer,male,31.0,Young Adult,1,1,CA 31921,2,S,0,26.25,high
639,0,Mrs,Maria Emilia Ojala,Panula,female,41.0,Adult,0,5,3101295,3,S,0,39.6875,very high
640,0,Mr,Percival,Thorneycroft,male,28.0,Young Adult,1,0,376564,3,S,0,16.1,high
641,0,Mr,Hans Peder,Jensen,male,20.0,Young Adult,0,0,350050,3,S,0,7.8542,low
642,1,Mlle,Emma,Sagesser,female,24.0,Young Adult,0,0,PC 17477,1,C,1,69.3,very high
643,0,Miss,Margit Elizabeth,Skoog,female,2.0,Infant,3,2,347088,3,S,0,27.9,high
644,1,Mr,Choong,Foo,male,28.0,Young Adult,0,0,1601,3,S,0,56.4958,very high
645,1,Miss,Eugenie,Baclini,female,0.75,Infant,2,1,2666,3,C,0,19.2583,high
646,1,Mr,Henry Sleeper,Harper,male,48.0,Adult,1,0,PC 17572,1,C,1,76.7292,very high
647,0,Mr,Liudevit,Cor,male,19.0,Teenager,0,0,349231,3,S,0,7.8958,low
648,1,Col,Oberst Alfons,Simonius-Blumer,male,56.0,Middle Aged,0,0,13213,1,C,1,35.5,very high
649,0,Mr,Edward,Willey,male,28.0,Young Adult,0,0,SO/PP 751,3,S,0,7.55,low
650,1,Miss,Amy Zillah Elsie,Stanley,female,23.0,Young Adult,0,0,CA 2314,3,S,0,7.55,low
651,0,Mr,Mito,Mitkoff,male,28.0,Young Adult,0,0,349221,3,S,0,7.8958,low
652,1,Miss,Elsie,Doling,female,18.0,Teenager,0,1,231919,2,S,0,23.0,high
653,0,Mr,Johannes Halvorsen,Kalvik,male,21.0,Young Adult,0,0,8475,3,S,0,8.4333,medium
654,1,Miss,"Hanora ""Norah""",O'Leary,female,28.0,Young Adult,0,0,330919,3,Q,0,7.8292,low
655,0,Miss,"Hanora ""Nora""",Hegarty,female,18.0,Teenager,0,0,365226,3,Q,0,6.75,low
656,0,Mr,Leonard Mark,Hickman,male,24.0,Young Adult,2,0,SOC 14879,2,S,0,73.5,very high
657,0,Mr,Alexander,Radeff,male,28.0,Young Adult,0,0,349223,3,S,0,7.8958,low
658,0,Mrs,Catherine,Bourke,female,32.0,Young Adult,1,1,364849,3,Q,0,15.5,high
659,0,Mr,George Floyd,Eitemiller,male,23.0,Young Adult,0,0,29751,2,S,0,13.0,medium
660,0,Mr,Arthur Webster,Newell,male,58.0,Middle Aged,0,2,35273,1,C,1,113.275,very high
661,1,Dr,Henry William,Frauenthal,male,50.0,Adult,2,0,PC 17611,1,S,0,133.65,very high
662,0,Mr,Mohamed,Badt,male,40.0,Adult,0,0,2623,3,C,0,7.225,low
663,0,Mr,Edward Pomeroy,Colley,male,47.0,Adult,0,0,5727,1,S,1,25.5875,high
664,0,Mr,Peju,Coleff,male,36.0,Adult,0,0,349210,3,S,0,7.4958,low
665,1,Mr,Eino William,Lindqvist,male,20.0,Young Adult,1,0,STON/O 2 3101285,3,S,0,7.925,low
666,0,Mr,Lewis,Hickman,male,32.0,Young Adult,2,0,SOC 14879,2,S,0,73.5,very high
667,0,Mr,Reginald Fenton,Butler,male,25.0,Young Adult,0,0,234686,2,S,0,13.0,medium
668,0,Mr,Knud Paust,Rommetvedt,male,28.0,Young Adult,0,0,312993,3,S,0,7.775,low
669,0,Mr,Jacob,Cook,male,43.0,Adult,0,0,A/5 3536,3,S,0,8.05,medium
670,1,Mrs,Juliet Cummins Wright,Taylor,female,28.0,Young Adult,1,0,19996,1,S,1,52.0,very high
671,1,Mrs,Elizabeth Catherine Ford,Brown,female,40.0,Adult,1,1,29750,2,S,0,39.0,very high
672,0,Mr,Thornton,Davidson,male,31.0,Young Adult,1,0,FC 12750,1,S,1,52.0,very high
673,0,Mr,Henry Michael,Mitchell,male,70.0,Senior,0,0,CA 24580,2,S,0,10.5,medium
674,1,Mr,Charles,Wilhelms,male,31.0,Young Adult,0,0,244270,2,S,0,13.0,medium
675,0,Mr,Ennis Hastings,Watson,male,28.0,Young Adult,0,0,239856,2,S,0,14.4542,medium
676,0,Mr,Gustaf Hjalmar,Edvardsson,male,18.0,Teenager,0,0,349912,3,S,0,7.775,low
677,0,Mr,Frederick Charles,Sawyer,male,24.5,Young Adult,0,0,342826,3,S,0,8.05,medium
678,1,Miss,Anna Sofia,Turja,female,18.0,Teenager,0,0,4138,3,S,0,9.8417,medium
679,0,Mrs,Augusta Tyler,Goodwin,female,43.0,Adult,1,6,CA 2144,3,S,0,46.9,very high
680,1,Mr,Thomas Drake Martinez,Cardeza,male,36.0,Adult,0,1,PC 17755,1,C,1,512.3292,very high
681,0,Miss,Katie,Peters,female,28.0,Young Adult,0,0,330935,3,Q,0,8.1375,medium
682,1,Mr,Hammad,Hassab,male,27.0,Young Adult,0,0,PC 17572,1,C,1,76.7292,very high
683,0,Mr,Thor Anderson,Olsvigen,male,20.0,Young Adult,0,0,6563,3,S,0,9.225,medium
684,0,Mr,Charles Edward,Goodwin,male,14.0,Teenager,5,2,CA 2144,3,S,0,46.9,very high
685,0,Mr,Thomas William Solomon,Brown,male,60.0,Middle Aged,1,1,29750,2,S,0,39.0,very high
686,0,Mr,Joseph Philippe Lemercier,Laroche,male,25.0,Young Adult,1,2,SC/Paris 2123,2,C,0,41.5792,very high
687,0,Mr,Jaako Arnold,Panula,male,14.0,Teenager,4,1,3101295,3,S,0,39.6875,very high
688,0,Mr,Branko,Dakic,male,19.0,Teenager,0,0,349228,3,S,0,10.1708,medium
689,0,Mr,Eberhard Thelander,Fischer,male,18.0,Teenager,0,0,350036,3,S,0,7.7958,low
690,1,Miss,Georgette Alexandra,Madill,female,15.0,Teenager,0,1,24160,1,S,1,211.3375,very high
691,1,Mr,Albert Adrian,Dick,male,31.0,Young Adult,1,0,17474,1,S,1,57.0,very high
692,1,Miss,Manca,Karun,female,4.0,Child,0,1,349256,3,C,0,13.4167,medium
693,1,Mr,Ali,Lam,male,28.0,Young Adult,0,0,1601,3,S,0,56.4958,very high
694,0,Mr,Khalil,Saad,male,25.0,Young Adult,0,0,2672,3,C,0,7.225,low
695,0,Col,John,Weir,male,60.0,Middle Aged,0,0,113800,1,S,0,26.55,high
696,0,Mr,Charles Henry,Chapman,male,52.0,Middle Aged,0,0,248731,2,S,0,13.5,medium
697,0,Mr,James,Kelly,male,44.0,Adult,0,0,363592,3,S,0,8.05,medium
698,1,Miss,"Katherine ""Katie""",Mullens,female,28.0,Young Adult,0,0,35852,3,Q,0,7.7333,low
699,0,Mr,John Borland,Thayer,male,49.0,Adult,1,1,17421,1,C,1,110.8833,very high
700,0,Mr,Adolf Mathias Nicolai Olsen,Humblen,male,42.0,Adult,0,0,348121,3,S,1,7.65,low
701,1,Mrs,Madeleine Talmadge Force,Astor,female,18.0,Teenager,1,0,PC 17757,1,C,1,227.525,very high
702,1,Mr,Spencer Victor,Silverthorne,male,35.0,Young Adult,0,0,PC 17475,1,S,1,26.2875,high
703,0,Miss,Saiide,Barbara,female,18.0,Teenager,0,1,2691,3,C,0,14.4542,medium
704,0,Mr,Martin,Gallagher,male,25.0,Young Adult,0,0,36864,3,Q,0,7.7417,low
705,0,Mr,Henrik Juul,Hansen,male,26.0,Young Adult,1,0,350025,3,S,0,7.8542,low
706,0,Mr,"Henry Samuel (""Mr Henry Marshall"")",Morley,male,39.0,Adult,0,0,250655,2,S,0,26.0,high
707,1,Mrs,,Kelly,female,45.0,Adult,0,0,223596,2,S,0,13.5,medium
708,1,Mr,Edward Pennington,Calderhead,male,42.0,Adult,0,0,PC 17476,1,S,1,26.2875,high
709,1,Miss,Alice,Cleaver,female,22.0,Young Adult,0,0,113781,1,S,0,151.55,very high
710,1,Master,"Halim Gonios (""William George"")",Moubarek,male,28.0,Young Adult,1,1,2661,3,C,0,15.2458,high
711,1,Mlle,"Berthe Antonine (""Mrs de Villiers"")",Mayne,female,24.0,Young Adult,0,0,PC 17482,1,C,1,49.5042,very high
712,0,Mr,Herman,Klaber,male,28.0,Young Adult,0,0,113028,1,S,1,26.55,high
713,1,Mr,Elmer Zebley,Taylor,male,48.0,Adult,1,0,19996,1,S,1,52.0,very high
714,0,Mr,August Viktor,Larsson,male,29.0,Young Adult,0,0,7545,3,S,0,9.4833,medium
715,0,Mr,Samuel,Greenberg,male,52.0,Middle Aged,0,0,250647,2,S,0,13.0,medium
716,0,Mr,Peter Andreas Lauritz Andersen,Soholt,male,19.0,Teenager,0,0,348124,3,S,1,7.65,low
717,1,Miss,Caroline Louise,Endres,female,38.0,Adult,0,0,PC 17757,1,C,1,227.525,very high
718,1,Miss,"Edwina Celia ""Winnie""",Troutt,female,27.0,Young Adult,0,0,34218,2,S,1,10.5,medium
719,0,Mr,Michael,McEvoy,male,28.0,Young Adult,0,0,36568,3,Q,0,15.5,high
720,0,Mr,Malkolm Joackim,Johnson,male,33.0,Young Adult,0,0,347062,3,S,0,7.775,low
721,1,Miss,"Annie Jessie ""Nina""",Harper,female,6.0,Child,0,1,248727,2,S,0,33.0,very high
722,0,Mr,Svend Lauritz,Jensen,male,17.0,Teenager,1,0,350048,3,S,0,7.0542,low
723,0,Mr,William Henry,Gillespie,male,34.0,Young Adult,0,0,12233,2,S,0,13.0,medium
724,0,Mr,Henry Price,Hodges,male,50.0,Adult,0,0,250643,2,S,0,13.0,medium
725,1,Mr,Norman Campbell,Chambers,male,27.0,Young Adult,1,0,113806,1,S,1,53.1,very high
726,0,Mr,Luka,Oreskovic,male,20.0,Young Adult,0,0,315094,3,S,0,8.6625,medium
727,1,Mrs,Lillian Jefferys,Renouf,female,30.0,Young Adult,3,0,31027,2,S,0,21.0,high
728,1,Miss,Margareth,Mannion,female,28.0,Young Adult,0,0,36866,3,Q,0,7.7375,low
729,0,Mr,Kurt Arnold Gottfrid,Bryhl,male,25.0,Young Adult,1,0,236853,2,S,0,26.0,high
730,0,Miss,Pieta Sofia,Ilmakangas,female,25.0,Young Adult,1,0,STON/O2 3101271,3,S,0,7.925,low
731,1,Miss,Elisabeth Walton,Allen,female,29.0,Young Adult,0,0,24160,1,S,1,211.3375,very high
732,0,Mr,Houssein G N,Hassan,male,11.0,Child,0,0,2699,3,C,0,18.7875,high
733,0,Mr,Robert J,Knight,male,28.0,Young Adult,0,0,239855,2,S,0,14.4542,medium
734,0,Mr,William John,Berriman,male,23.0,Young Adult,0,0,28425,2,S,0,13.0,medium
735,0,Mr,Moses Aaron,Troupiansky,male,23.0,Young Adult,0,0,233639,2,S,0,13.0,medium
736,0,Mr,Leslie,Williams,male,28.5,Young Adult,0,0,54636,3,S,0,16.1,high
737,0,Mrs,Margaret Ann Watson,Ford,female,48.0,Adult,1,3,W/C 6608,3,S,0,34.375,very high
738,1,Mr,Gustave J,Lesurer,male,35.0,Young Adult,0,0,PC 17755,1,C,1,512.3292,very high
739,0,Mr,Kanio,Ivanoff,male,28.0,Young Adult,0,0,349201,3,S,0,7.8958,low
740,0,Mr,Minko,Nankoff,male,28.0,Young Adult,0,0,349218,3,S,0,7.8958,low
741,1,Mr,Walter James,Hawksford,male,28.0,Young Adult,0,0,16988,1,S,1,30.0,high
742,0,Mr,Tyrell William,Cavendish,male,36.0,Adult,1,0,19877,1,S,1,78.85,very high
743,1,Miss,"Susan Parker ""Suzette""",Ryerson,female,21.0,Young Adult,2,2,PC 17608,1,C,1,262.375,very high
744,0,Mr,Neal,McNamee,male,24.0,Young Adult,1,0,376566,3,S,0,16.1,high
745,1,Mr,Juho,Stranden,male,31.0,Young Adult,0,0,STON/O 2 3101288,3,S,0,7.925,low
746,0,Capt,Edward Gifford,Crosby,male,70.0,Senior,1,1,WE/P 5735,1,S,1,71.0,very high
747,0,Mr,Rossmore Edward,Abbott,male,16.0,Teenager,1,1,CA 2673,3,S,0,20.25,high
748,1,Miss,Anna,Sinkkonen,female,30.0,Young Adult,0,0,250648,2,S,0,13.0,medium
749,0,Mr,Daniel Warner,Marvin,male,19.0,Teenager,1,0,113773,1,S,1,53.1,very high
750,0,Mr,Michael,Connaghton,male,31.0,Young Adult,0,0,335097,3,Q,0,7.75,low
751,1,Miss,Joan,Wells,female,4.0,Child,1,1,29103,2,S,0,23.0,high
752,1,Master,Meier,Moor,male,6.0,Child,0,1,392096,3,S,1,12.475,medium
753,0,Mr,Johannes Joseph,Vande Velde,male,33.0,Young Adult,0,0,345780,3,S,0,9.5,medium
754,0,Mr,Lalio,Jonkoff,male,23.0,Young Adult,0,0,349204,3,S,0,7.8958,low
755,1,Mrs,Jane Laver,Herman,female,48.0,Adult,1,2,220845,2,S,0,65.0,very high
756,1,Master,Viljo,Hamalainen,male,0.67,Infant,1,1,250649,2,S,0,14.5,high
757,0,Mr,August Sigfrid,Carlsson,male,28.0,Young Adult,0,0,350042,3,S,0,7.7958,low
758,0,Mr,Percy Andrew,Bailey,male,18.0,Teenager,0,0,29108,2,S,0,11.5,medium
759,0,Mr,Thomas Leonard,Theobald,male,34.0,Young Adult,0,0,363294,3,S,0,8.05,medium
760,1,the Countess,of (Lucy Noel Martha Dyer-Edwards),Rothes,female,33.0,Young Adult,0,0,110152,1,S,1,86.5,very high
761,0,Mr,John,Garfirth,male,28.0,Young Adult,0,0,358585,3,S,0,14.5,high
762,0,Mr,Iisakki Antino Aijo,Nirva,male,41.0,Adult,0,0,SOTON/O2 3101272,3,S,0,7.125,low
763,1,Mr,Hanna Assi,Barah,male,20.0,Young Adult,0,0,2663,3,C,0,7.2292,low
764,1,Mrs,Lucile Polk,Carter,female,36.0,Adult,1,2,113760,1,S,1,120.0,very high
765,0,Mr,Hans Linus,Eklund,male,16.0,Teenager,0,0,347074,3,S,0,7.775,low
766,1,Mrs,Anna Andrews,Hogeboom,female,51.0,Middle Aged,1,0,13502,1,S,1,77.9583,very high
767,0,Dr,Arthur Jackson,Brewe,male,28.0,Young Adult,0,0,112379,1,C,0,39.6,very high
768,0,Miss,Mary,Mangan,female,30.5,Young Adult,0,0,364850,3,Q,0,7.75,low
769,0,Mr,Daniel J,Moran,male,28.0,Young Adult,1,0,371110,3,Q,0,24.15,high
770,0,Mr,Daniel Danielsen,Gronnestad,male,32.0,Young Adult,0,0,8471,3,S,0,8.3625,medium
771,0,Mr,Rene Aime,Lievens,male,24.0,Young Adult,0,0,345781,3,S,0,9.5,medium
772,0,Mr,Niels Peder,Jensen,male,48.0,Adult,0,0,350047,3,S,0,7.8542,low
773,0,Mrs,Mary,Mack,female,57.0,Middle Aged,0,0,SO/PP 3,2,S,1,10.5,medium
774,0,Mr,Dibo,Elias,male,28.0,Young Adult,0,0,2674,3,C,0,7.225,low
775,1,Mrs,Eliza Needs,Hocking,female,54.0,Middle Aged,1,3,29105,2,S,0,23.0,high
776,0,Mr,Pehr Fabian Oliver Malkolm,Myhrman,male,18.0,Teenager,0,0,347078,3,S,0,7.75,low
777,0,Mr,Roger,Tobin,male,28.0,Young Adult,0,0,383121,3,Q,1,7.75,low
778,1,Miss,Virginia Ethel,Emanuel,female,5.0,Child,0,0,364516,3,S,0,12.475,medium
779,0,Mr,Thomas J,Kilgannon,male,28.0,Young Adult,0,0,36865,3,Q,0,7.7375,low
